variance,skewness,curtosis,entropy,class
0.8642276473066188,0.10923758541926168,0.3736703423521399,0.31866628125528196,0
0.13224891314629864,0.9854819851906245,0.0834921822096454,-0.06606464520634261,0
-0.1707558735775852,-0.7447626252103048,0.6450017035380389,-0.01199442210524286,1
0.606230188230029,-0.6275599201229238,0.4737278160312764,-0.11931245472342918,0
0.12248656336103586,0.9689972488132391,0.19959678928078164,-0.07875592229908703,0
-0.5820282765446259,0.74999889802077,0.0583229485448701,-0.3087768967121011,1
0.1598500610427943,0.6584508109048749,-0.6864518920209984,-0.2639588747212702,1
0.5504914228343402,0.8017675452472464,-0.22916005920427956,-0.040170437382726444,0
-0.0016294917680183983,0.9864582718344752,0.015577467724570094,-0.16326287142277116,0
0.3463866589105415,0.9228839879269782,-0.11060797029818807,-0.12675687067494373,0
-0.013612026513445856,-0.098141330528151,0.9916913568562756,0.0820441631861797,0
0.13232957328457218,0.9592313260023371,-0.23627010316553368,-0.08087388701100785,0
-0.29300121078114794,-0.5159842408931297,0.7990486798253773,-0.09711725335924501,1
-0.7392029161443997,0.1230914271403962,0.6595178260179257,0.0588539420323323,1
-0.22904303153542654,-0.5114384485314345,0.8255120659577253,-0.06708078731670426,1
0.25831755130956946,0.8718085806634494,-0.15533431495162378,-0.3861257463126745,0
-0.3490313907271612,0.6767903572656065,-0.4669501651963411,-0.4495435950188437,1
-0.3646140454136388,0.5973832417267588,-0.5081475707634255,-0.5019720178639037,1
0.06307552582342973,-0.08515821348511535,0.9931561013642864,0.04909699625244557,0
0.021073452710108225,0.5857190932254805,-0.6235865897706456,-0.517328540175595,1
0.8368837153116518,0.3721009160107706,0.3435817627594261,0.20764904923749838,0
0.5017799426476781,0.8179451823453587,-0.2618190416168012,-0.10311817144116932,0
0.01701599345925624,0.9146254753923432,0.12364594584274542,-0.38455477608083055,0
0.13700948975175947,-0.47979441421427493,0.8457055921896626,-0.1892294140610164,0
-0.4458973323300867,0.8455892817389092,-0.13944045982922873,-0.2582841338367522,1
0.5241124298757966,0.8146938169716609,-0.24580933134817787,-0.0340281950740256,0
0.2955987823193409,0.8111805876769232,-0.323771800906988,-0.38701322329461807,0
-0.9081384668565649,-0.34419714156139636,0.13426593605975612,-0.1969403746578373,1
0.9193965073237987,0.19512373684679948,0.23537680187898885,0.2474561593029359,0
0.4914038399153874,-0.5575070330243647,0.6688599408000453,-0.01829081293278566,0
0.22940723457945988,0.8817535862114243,-0.2556860315697536,-0.3232763325484993,0
0.10125861624257547,0.9614180144291806,-0.18211272973785989,-0.17960247168431678,0
