variance,skewness,curtosis,entropy,class
2.329761378043444,1.68117222018616,0.9026725746737884,2.7565827202840447,0
1.7957841934668626,2.4138296106487296,0.78844577394666,2.254096105423025,0
1.2505971491163141,0.8457299756948174,1.4916830936225431,2.3568974103448364,1
2.4151040251100038,1.1886424955534731,1.0958391948589787,2.1711392493477546,0
1.7437969961683137,2.24680066677482,0.8573953377079511,2.2604469429579814,0
0.20129265176171532,2.5725373339847435,0.7963388075362162,1.3876380495059382,1
1.786953143871284,2.0454200176034454,0.22091281447185562,1.9611779206546205,1
2.6820744931302687,2.460686853934058,0.44228625912229846,2.282277371449335,0
1.591763159707211,2.788142291767905,0.7336538142037111,1.8944772441758362,0
2.1579433171587117,2.4167811546856752,0.6053805026189585,2.110807827525826,0
1.5712879475650967,1.5416056748054077,1.7637800497032954,2.5867123964454617,0
1.8704018049291462,2.6755568891056107,0.4191870104607926,2.162010495926314,0
0.6013858684315965,0.716715496585909,2.3338776354371165,1.9433133124122584,1
0.9760597991952711,1.6865679745862312,1.0432460668214625,2.456524831259328,1
0.863530750089988,0.7775481230823184,2.290226152042764,2.0992971263387368,1
2.0958903545053253,2.5163631685586942,0.5328271851075437,1.3761273483188496,0
1.208820711316809,2.0248184772973743,0.40351203644239825,1.7150944768762426,1
1.2088433666518414,1.9639858508009647,0.3906279393883854,1.6686526344867347,1
1.701667135142305,1.5575487540411188,1.7132868533622794,2.5017726302456955,0
1.6216734126768644,2.014517707144338,0.2480764470620721,1.5162202555665125,1
2.47894675923094,1.838148133948689,0.9297142757461436,2.6867357854807894,0
2.735427807131264,2.6049094896670684,0.35708322403009307,2.072294556113985,0
1.6289027300856616,2.5744931764188634,0.8583301460115548,1.3642176094906082,0
1.90438480747755,1.0664912453497521,1.853291331759934,1.8115388052224646,0
1.1358478771778686,2.0885907942402193,0.6268567072982658,2.0290450148536965,1
2.4241888144579438,2.306649445258914,0.48035598858788864,2.3168094750106016,0
2.455906283503121,2.868106613347168,0.1491764381301118,0.8633025890316659,0
1.5026354858168103,1.6142089166780704,0.7210007096363132,2.3624541629738998,1
2.4436270919156313,1.7267943193403648,0.8426565267878032,2.6990292143486005,0
2.1201995289949505,1.32109451591023,1.139951308431919,2.363248247879793,0
